brand;print;subscr_type;pricecat;Date;newcheck;churncheck;switcher_outflow;trans_outflow;inflow_transformers;inflow_switchers;currentcheck
DS;Print;WEEKEND;BASE;2018-08-01;16;33;11;4;8;8;2952.0
DS;Print;WEEKEND;BASE;2018-09-01;18;30;12;1;10;10;2790.0
DS;Print;WEEKEND;BASE;2018-10-01;19;51;9;2;20;9;2564.0
DS;Print;WEEKEND;BASE;2018-11-01;20;42;9;1;21;13;2931.0
DS;Print;WEEKEND;BASE;2018-12-01;14;49;11;0;19;13;2727.0
DS;Print;WEEKEND;BASE;2019-01-01;21;44;11;0;13;15;2715.0
DS;Print;WEEKEND;BASE;2019-02-01;11;47;11;1;20;8;2698.0
DS;Print;WEEKEND;BASE;2019-03-01;14;74;17;0;23;13;2512.0
DS;Print;WEEKEND;BASE;2019-04-01;9;62;16;0;19;8;2502.0
DS;Print;WEEKEND;BASE;2019-05-01;18;52;14;1;18;9;2782.0
DS;Print;WEEKEND;BASE;2019-06-01;18;49;26;1;13;5;2604.0
DS;Print;WEEKEND;BASE;2019-07-01;14;46;17;11;12;7;2530.0
DS;Print;WEEKEND;BASE;2019-08-01;12;52;24;19;7;7;2644.0
DS;Print;WEEKEND;BASE;2019-09-01;13;17;10;5;16;7;2477.0
DS;Print;WEEKEND;BASE;2019-10-01;12;35;14;2;22;11;2407.0
DS;Print;WEEKEND;BASE;2019-11-01;11;67;8;5;31;13;2615.0
DS;Print;WEEKEND;BASE;2019-12-01;13;51;6;9;12;8;2579.0
DS;Print;WEEKEND;BASE;2020-01-01;6;75;15;45;18;6;2479.0
DS;Print;WEEKEND;BASE;2020-02-01;12;60;7;36;20;9;2424.0
DS;Print;WEEKEND;BASE;2020-03-01;11;39;20;30;66;4;2408.0
DS;Print;WEEKEND;BASE;2020-04-01;11;35;28;25;46;2;2382.0
DS;Print;WEEKEND;BASE;2020-05-01;10;25;34;21;72;8;2392.0
DS;Print;WEEKEND;BASE;2020-06-01;10;38;25;20;65;5;2387.0
DS;Print;WEEKEND;BASE;2020-07-01;6;49;31;24;43;4;2340.0
DS;Print;WEEKEND;BASE;2020-08-01;10;28;23;22;28;4;2309.0
DS;Print;WEEKEND;BASE;2020-09-01;3;37;24;18;22;6;2255.0
DS;Print;WEEKEND;BASE;2020-10-01;10;31;22;15;31;9;2243.0
DS;Print;WEEKEND;BASE;2020-11-01;2;33;10;13;25;6;2220.0
DS;Print;WEEKEND;BASE;2020-12-01;9;36;13;12;18;3;2187.0
DS;Print;WEEKEND;BASE;2021-01-01;14;35;15;11;22;6;2170.0
DS;Print;WEEKEND;BASE;2021-02-01;4;23;13;10;16;10;2157.0
DS;Print;WEEKEND;BASE;2021-03-01;9;26;12;11;18;8;2138.0
DS;Print;WEEKEND;BASE;2021-04-01;6;22;9;16;12;7;2115.0
DS;Print;WEEKEND;BASE;2021-05-01;4;21;11;8;12;5;2094.0
DS;Print;WEEKEND;BASE;2021-06-01;4;11;8;4;16;11;2101.0
DS;Print;WEEKEND;PROMO;2015-01-01;86;37;4;20;1;8;408.0
DS;Print;WEEKEND;PROMO;2015-02-01;29;33;1;16;0;0;394.0
DS;Print;WEEKEND;PROMO;2015-03-01;31;44;0;9;0;0;369.0
DS;Print;WEEKEND;PROMO;2015-04-01;14;43;0;15;0;1;325.0
DS;Print;WEEKEND;PROMO;2015-05-01;26;39;0;10;0;0;307.0
DS;Print;WEEKEND;PROMO;2015-06-01;33;81;0;9;0;0;243.0
DS;Print;WEEKEND;PROMO;2015-07-01;42;30;1;9;1;2;249.0
DS;Print;WEEKEND;PROMO;2015-08-01;38;24;0;6;0;2;267.0
DS;Print;WEEKEND;PROMO;2015-09-01;91;24;1;6;0;1;331.0
DS;Print;WEEKEND;PROMO;2015-10-01;104;29;1;16;2;4;399.0
DS;Print;WEEKEND;PROMO;2015-11-01;68;56;3;22;0;2;379.0
DS;Print;WEEKEND;PROMO;2015-12-01;43;27;1;25;1;1;377.0
DS;Print;WEEKEND;PROMO;2016-01-01;99;60;2;40;5;3;387.0
DS;Print;WEEKEND;PROMO;2016-02-01;40;38;4;30;1;2;359.0
DS;Print;WEEKEND;PROMO;2016-03-01;27;57;5;33;3;5;303.0
DS;Print;WEEKEND;PROMO;2016-04-01;26;65;0;29;3;3;245.0
DS;Print;WEEKEND;PROMO;2016-05-01;27;25;3;23;3;1;225.0
DS;Print;WEEKEND;PROMO;2016-06-01;31;32;1;15;0;1;212.0
DS;Print;WEEKEND;PROMO;2016-07-01;30;32;2;19;1;3;193.0
DS;Print;WEEKEND;PROMO;2016-08-01;29;29;0;9;2;5;195.0
DS;Print;WEEKEND;PROMO;2016-09-01;63;15;0;12;0;3;227.0
DS;Print;WEEKEND;PROMO;2016-10-01;77;21;3;20;2;1;272.0
DS;Print;WEEKEND;PROMO;2016-11-01;47;15;1;17;0;1;285.0
DS;Print;WEEKEND;PROMO;2016-12-01;46;33;2;28;2;4;281.0
DS;Print;WEEKEND;PROMO;2017-01-01;32;15;0;19;1;2;282.0
DS;Print;WEEKEND;PROMO;2017-02-01;22;19;0;24;1;1;261.0
DS;Print;WEEKEND;PROMO;2017-03-01;16;34;1;23;2;2;229.0
DS;Print;WEEKEND;PROMO;2017-04-01;24;39;2;35;1;3;179.0
DS;Print;WEEKEND;PROMO;2017-05-01;18;13;1;11;0;3;180.0
DS;Print;WEEKEND;PROMO;2017-06-01;14;22;3;16;0;1;154.0
DS;Print;WEEKEND;PROMO;2017-07-01;7;14;0;14;2;0;136.0
DS;Print;WEEKEND;PROMO;2017-08-01;24;9;0;10;3;0;144.0
DS;Print;WEEKEND;PROMO;2017-09-01;28;11;1;8;3;1;160.0
DS;Print;WEEKEND;PROMO;2017-10-01;31;16;0;12;5;1;162.0
DS;Print;WEEKEND;PROMO;2017-11-01;24;9;1;10;2;2;170.0
DS;Print;WEEKEND;PROMO;2017-12-01;31;22;1;12;0;1;167.0
DS;Print;WEEKEND;PROMO;2018-01-01;22;6;0;14;2;2;173.0
DS;Print;WEEKEND;PROMO;2018-02-01;16;19;0;15;1;2;159.0
DS;Print;WEEKEND;PROMO;2018-03-01;19;19;0;13;0;2;151.0
DS;Print;WEEKEND;PROMO;2018-04-01;17;10;2;9;0;1;147.0
DS;Print;WEEKEND;PROMO;2018-05-01;10;8;0;14;2;0;138.0
DS;Print;WEEKEND;PROMO;2018-06-01;16;13;1;17;6;1;135.0
DS;Print;WEEKEND;PROMO;2018-07-01;9;9;2;7;0;0;120.0
DS;Print;WEEKEND;PROMO;2018-08-01;16;13;1;4;3;0;120.0
DS;Print;WEEKEND;PROMO;2018-09-01;24;7;1;8;2;3;136.0
DS;Print;WEEKEND;PROMO;2018-10-01;17;11;0;12;2;1;132.0
DS;Print;WEEKEND;PROMO;2018-11-01;22;10;0;14;1;0;130.0
DS;Print;WEEKEND;PROMO;2018-12-01;13;11;1;7;0;0;127.0
DS;Print;WEEKEND;PROMO;2019-01-01;15;12;0;14;0;0;114.0
DS;Print;WEEKEND;PROMO;2019-02-01;18;10;0;11;0;0;112.0
DS;Print;WEEKEND;PROMO;2019-03-01;11;8;0;22;1;2;97.0
DS;Print;WEEKEND;PROMO;2019-04-01;7;4;0;10;0;2;91.0
DS;Print;WEEKEND;PROMO;2019-05-01;15;7;2;10;1;2;91.0
DS;Print;WEEKEND;PROMO;2019-06-01;11;5;0;10;1;3;92.0
DS;Print;WEEKEND;PROMO;2019-07-01;9;6;0;8;11;3;98.0
DS;Print;WEEKEND;PROMO;2019-08-01;14;4;1;8;14;1;119.0
DS;Print;WEEKEND;PROMO;2019-09-01;11;2;0;12;10;2;127.0
DS;Print;WEEKEND;PROMO;2019-10-01;11;7;1;20;1;2;113.0
DS;Print;WEEKEND;PROMO;2019-11-01;18;7;0;16;5;1;118.0
DS;Print;WEEKEND;PROMO;2019-12-01;5;2;0;8;10;0;121.0
DS;Print;WEEKEND;PROMO;2020-01-01;17;5;0;14;45;2;164.0
DS;Print;WEEKEND;PROMO;2020-02-01;10;9;2;13;28;0;181.0
DS;Print;WEEKEND;PROMO;2020-03-01;20;7;1;60;37;2;172.0
DS;Print;WEEKEND;PROMO;2020-04-01;27;4;3;43;26;0;182.0
DS;Print;WEEKEND;PROMO;2020-05-01;21;8;4;44;20;2;165.0
DS;Print;WEEKEND;PROMO;2020-06-01;15;2;0;47;21;0;150.0
DS;Print;WEEKEND;PROMO;2020-07-01;4;6;0;38;21;1;135.0
DS;Print;WEEKEND;PROMO;2020-08-01;9;3;0;25;22;0;136.0
DS;Print;WEEKEND;PROMO;2020-09-01;6;5;3;24;21;1;134.0
DS;Print;WEEKEND;PROMO;2020-10-01;9;3;0;29;15;0;128.0
DS;Print;WEEKEND;PROMO;2020-11-01;8;5;1;21;13;1;119.0
DS;Print;WEEKEND;PROMO;2020-12-01;2;3;1;18;12;0;112.0
DS;Print;WEEKEND;PROMO;2021-01-01;6;6;0;22;11;0;101.0
DS;Print;WEEKEND;PROMO;2021-02-01;0;5;0;16;8;0;88.0
DS;Print;WEEKEND;PROMO;2021-03-01;2;4;1;18;12;0;79.0
DS;Print;WEEKEND;PROMO;2021-04-01;3;4;1;13;17;0;83.0
DS;Print;WEEKEND;PROMO;2021-05-01;3;5;1;12;8;0;75.0
DS;Print;WEEKEND;PROMO;2021-06-01;5;1;0;15;4;0;67.0
DS;Print;WEEKEND;STUNT;2015-01-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2015-02-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2015-03-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2015-04-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2015-05-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2015-06-01;3;0;0;0;0;0;3.0
DS;Print;WEEKEND;STUNT;2015-07-01;1;0;0;3;0;0;1.0
DS;Print;WEEKEND;STUNT;2015-08-01;7;0;0;1;0;0;7.0
DS;Print;WEEKEND;STUNT;2015-09-01;8;0;0;7;0;0;8.0
DS;Print;WEEKEND;STUNT;2015-10-01;14;1;1;12;0;0;15.0
DS;Print;WEEKEND;STUNT;2015-11-01;6;1;1;6;0;0;7.0
DS;Print;WEEKEND;STUNT;2015-12-01;4;1;0;7;0;0;3.0
DS;Print;WEEKEND;STUNT;2016-01-01;11;2;0;4;0;0;8.0
DS;Print;WEEKEND;STUNT;2016-02-01;1;0;0;7;0;1;3.0
DS;Print;WEEKEND;STUNT;2016-03-01;3;0;0;3;0;0;3.0
DS;Print;WEEKEND;STUNT;2016-04-01;2;0;0;3;0;0;2.0
DS;Print;WEEKEND;STUNT;2016-05-01;6;1;0;1;0;0;6.0
DS;Print;WEEKEND;STUNT;2016-06-01;3;0;0;5;0;0;4.0
DS;Print;WEEKEND;STUNT;2016-07-01;1;0;0;4;0;0;1.0
DS;Print;WEEKEND;STUNT;2016-08-01;3;0;0;1;0;0;3.0
DS;Print;WEEKEND;STUNT;2016-09-01;8;0;0;3;0;0;8.0
DS;Print;WEEKEND;STUNT;2016-10-01;5;0;0;8;0;0;5.0
DS;Print;WEEKEND;STUNT;2016-11-01;6;0;0;5;0;0;6.0
DS;Print;WEEKEND;STUNT;2016-12-01;5;1;0;5;0;0;5.0
DS;Print;WEEKEND;STUNT;2017-01-01;5;2;0;3;0;1;6.0
DS;Print;WEEKEND;STUNT;2017-02-01;4;1;0;5;0;0;4.0
DS;Print;WEEKEND;STUNT;2017-03-01;10;0;0;3;0;0;9.0
DS;Print;WEEKEND;STUNT;2017-04-01;3;3;0;7;0;0;4.0
DS;Print;WEEKEND;STUNT;2017-05-01;3;0;0;3;0;0;4.0
DS;Print;WEEKEND;STUNT;2017-06-01;2;1;0;3;0;0;1.0
DS;Print;WEEKEND;STUNT;2017-07-01;1;0;0;2;0;0;1.0
DS;Print;WEEKEND;STUNT;2017-08-01;7;0;0;1;0;0;7.0
DS;Print;WEEKEND;STUNT;2017-09-01;12;1;0;7;0;0;12.0
DS;Print;WEEKEND;STUNT;2017-10-01;5;3;0;8;0;0;5.0
DS;Print;WEEKEND;STUNT;2017-11-01;3;0;0;5;0;0;3.0
DS;Print;WEEKEND;STUNT;2017-12-01;6;2;0;4;0;0;3.0
DS;Print;WEEKEND;STUNT;2018-01-01;2;1;0;2;0;0;2.0
DS;Print;WEEKEND;STUNT;2018-02-01;5;0;0;2;0;0;5.0
DS;Print;WEEKEND;STUNT;2018-03-01;1;1;0;4;0;0;2.0
DS;Print;WEEKEND;STUNT;2018-04-01;1;0;0;1;0;0;2.0
DS;Print;WEEKEND;STUNT;2018-05-01;7;1;0;1;0;0;7.0
DS;Print;WEEKEND;STUNT;2018-06-01;3;2;0;5;0;0;3.0
DS;Print;WEEKEND;STUNT;2018-07-01;3;2;0;1;0;0;3.0
DS;Print;WEEKEND;STUNT;2018-08-01;4;0;0;3;0;0;3.0
DS;Print;WEEKEND;STUNT;2018-09-01;11;0;0;4;0;0;12.0
DS;Print;WEEKEND;STUNT;2018-10-01;6;3;0;9;0;1;7.0
DS;Print;WEEKEND;STUNT;2018-11-01;11;0;0;7;0;0;10.0
DS;Print;WEEKEND;STUNT;2018-12-01;6;0;0;11;0;0;6.0
DS;Print;WEEKEND;STUNT;2019-01-01;6;0;0;5;0;0;7.0
DS;Print;WEEKEND;STUNT;2019-02-01;6;2;1;5;0;0;5.0
DS;Print;WEEKEND;STUNT;2019-03-01;10;1;0;6;0;0;9.0
DS;Print;WEEKEND;STUNT;2019-04-01;5;2;2;4;0;0;6.0
DS;Print;WEEKEND;STUNT;2019-05-01;7;2;0;4;0;0;6.0
DS;Print;WEEKEND;STUNT;2019-06-01;3;2;0;5;0;1;4.0
DS;Print;WEEKEND;STUNT;2019-07-01;1;1;0;3;0;0;1.0
DS;Print;WEEKEND;STUNT;2019-08-01;10;0;0;2;0;0;9.0
DS;Print;WEEKEND;STUNT;2019-09-01;9;1;1;5;0;0;11.0
DS;Print;WEEKEND;STUNT;2019-10-01;13;3;2;6;0;0;13.0
DS;Print;WEEKEND;STUNT;2019-11-01;7;3;0;9;0;0;8.0
DS;Print;WEEKEND;STUNT;2019-12-01;6;2;0;1;0;0;10.0
DS;Print;WEEKEND;STUNT;2020-01-01;8;1;0;5;0;0;13.0
DS;Print;WEEKEND;STUNT;2020-02-01;6;1;1;6;0;0;10.0
DS;Print;WEEKEND;STUNT;2020-03-01;11;0;0;6;0;0;15.0
DS;Print;WEEKEND;STUNT;2020-04-01;35;3;0;9;0;0;37.0
DS;Print;WEEKEND;STUNT;2020-05-01;21;8;1;23;0;0;29.0
DS;Print;WEEKEND;STUNT;2020-06-01;7;6;1;17;0;1;13.0
DS;Print;WEEKEND;STUNT;2020-07-01;0;1;0;7;0;0;5.0
DS;Print;WEEKEND;STUNT;2020-08-01;0;0;0;1;0;0;4.0
DS;Print;WEEKEND;STUNT;2020-09-01;0;0;0;0;0;0;4.0
DS;Print;WEEKEND;STUNT;2020-10-01;0;0;0;4;0;0;0.0
DS;Print;WEEKEND;STUNT;2020-11-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2020-12-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2021-01-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2021-02-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2021-03-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2021-04-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2021-05-01;0;0;0;0;0;0;0.0
DS;Print;WEEKEND;STUNT;2021-06-01;0;0;0;0;0;0;0.0
NB;Digi;DIGI;BASE;2015-01-01;20;51;6;3;106;40;1935.0
NB;Digi;DIGI;BASE;2015-02-01;10;39;6;2;74;31;2002.0
NB;Digi;DIGI;BASE;2015-03-01;19;42;0;6;50;35;2060.0
NB;Digi;DIGI;BASE;2015-04-01;13;48;3;2;85;20;2129.0
NB;Digi;DIGI;BASE;2015-05-01;15;41;3;3;54;23;2133.0
NB;Digi;DIGI;BASE;2015-06-01;13;69;6;16;110;32;2239.0
NB;Digi;DIGI;BASE;2015-07-01;16;66;3;24;129;22;2315.0
NB;Digi;DIGI;BASE;2015-08-01;17;73;1;30;80;21;2329.0
NB;Digi;DIGI;BASE;2015-09-01;15;69;6;18;191;16;2462.0
NB;Digi;DIGI;BASE;2015-10-01;12;97;2;14;192;38;2591.0
NB;Digi;DIGI;BASE;2015-11-01;13;113;11;14;109;26;2604.0
NB;Digi;DIGI;BASE;2015-12-01;11;95;31;13;125;14;2629.0
NB;Digi;DIGI;BASE;2016-01-01;24;151;269;19;126;45;2321.0
NB;Digi;DIGI;BASE;2016-02-01;12;104;65;17;111;176;2483.0
NB;Digi;DIGI;BASE;2016-03-01;10;95;8;16;92;44;2511.0
NB;Digi;DIGI;BASE;2016-04-01;18;77;3;12;91;31;2562.0
NB;Digi;DIGI;BASE;2016-05-01;9;61;3;7;167;31;2704.0
NB;Digi;DIGI;BASE;2016-06-01;17;86;4;14;77;22;2716.0
NB;Digi;DIGI;BASE;2016-07-01;12;76;7;10;77;32;2661.0
NB;Digi;DIGI;BASE;2016-08-01;15;81;7;4;43;17;2731.0
NB;Digi;DIGI;BASE;2016-09-01;8;78;5;7;535;51;3236.0
NB;Digi;DIGI;BASE;2016-10-01;6;144;10;18;205;39;3320.0
NB;Digi;DIGI;BASE;2016-11-01;17;161;3;20;100;30;3289.0
NB;Digi;DIGI;BASE;2016-12-01;14;102;6;16;51;29;3257.0
NB;Digi;DIGI;BASE;2017-01-01;22;108;8;9;55;27;3249.0
NB;Digi;DIGI;BASE;2017-02-01;14;96;6;13;254;30;3434.0
NB;Digi;DIGI;BASE;2017-03-01;21;118;7;27;158;33;3498.0
NB;Digi;DIGI;BASE;2017-04-01;9;130;13;8;51;21;3338.0
NB;Digi;DIGI;BASE;2017-05-01;14;85;10;5;45;20;3411.0
NB;Digi;DIGI;BASE;2017-06-01;9;91;6;3;33;17;3372.0
NB;Digi;DIGI;BASE;2017-07-01;16;81;8;11;33;31;3351.0
NB;Digi;DIGI;BASE;2017-08-01;20;69;7;7;44;31;3365.0
NB;Digi;DIGI;BASE;2017-09-01;10;74;7;10;118;19;3426.0
NB;Digi;DIGI;BASE;2017-10-01;9;101;11;8;53;32;3401.0
NB;Digi;DIGI;BASE;2017-11-01;12;72;15;6;42;23;3385.0
NB;Digi;DIGI;BASE;2017-12-01;15;83;8;10;51;26;3347.0
NB;Digi;DIGI;BASE;2018-01-01;24;76;8;7;36;33;3383.0
NB;Digi;DIGI;BASE;2018-02-01;18;73;5;4;50;33;3408.0
NB;Digi;DIGI;BASE;2018-03-01;16;91;8;7;53;31;3405.0
NB;Digi;DIGI;BASE;2018-04-01;15;91;8;7;81;28;3425.0
NB;Digi;DIGI;BASE;2018-05-01;19;88;5;11;65;30;3437.0
NB;Digi;DIGI;BASE;2018-06-01;30;71;12;5;57;42;3477.0
NB;Digi;DIGI;BASE;2018-07-01;21;70;4;3;46;33;3497.0
NB;Digi;DIGI;BASE;2018-08-01;17;53;6;1;32;35;3523.0
NB;Digi;DIGI;BASE;2018-09-01;18;66;14;8;92;40;3328.0
NB;Digi;DIGI;BASE;2018-10-01;17;90;11;7;122;33;3648.0
NB;Digi;DIGI;BASE;2018-11-01;18;91;10;6;113;33;3711.0
NB;Digi;DIGI;BASE;2018-12-01;13;78;19;8;91;29;3746.0
NB;Digi;DIGI;BASE;2019-01-01;17;87;9;12;108;38;3799.0
NB;Digi;DIGI;BASE;2019-02-01;19;89;16;6;191;55;3953.0
NB;Digi;DIGI;BASE;2019-03-01;26;85;25;12;143;46;3885.0
NB;Digi;DIGI;BASE;2019-04-01;20;83;17;14;82;54;4095.0
NB;Digi;DIGI;BASE;2019-05-01;23;77;9;9;77;38;4130.0
NB;Digi;DIGI;BASE;2019-06-01;25;70;13;8;59;30;4110.0
NB;Digi;DIGI;BASE;2019-07-01;29;52;13;11;43;38;4192.0
NB;Digi;DIGI;BASE;2019-08-01;22;61;13;8;32;35;4201.0
NB;Digi;DIGI;BASE;2019-09-01;20;61;16;5;45;29;4213.0
NB;Digi;DIGI;BASE;2019-10-01;21;63;10;6;46;41;4245.0
NB;Digi;DIGI;BASE;2019-11-01;12;65;13;7;37;49;4265.0
NB;Digi;DIGI;BASE;2019-12-01;18;70;7;14;29;29;4247.0
NB;Digi;DIGI;BASE;2020-01-01;25;92;12;18;33;35;4221.0
NB;Digi;DIGI;BASE;2020-02-01;28;67;15;16;31;50;4226.0
NB;Digi;DIGI;BASE;2020-03-01;58;80;3;12;39;52;4273.0
NB;Digi;DIGI;BASE;2020-04-01;67;90;10;12;48;44;4334.0
NB;Digi;DIGI;BASE;2020-05-01;33;75;10;13;59;67;4396.0
NB;Digi;DIGI;BASE;2020-06-01;52;74;17;11;94;41;4476.0
NB;Digi;DIGI;BASE;2020-07-01;41;65;10;19;65;54;4543.0
NB;Digi;DIGI;BASE;2020-08-01;44;61;7;18;57;52;4614.0
NB;Digi;DIGI;BASE;2020-09-01;41;63;13;18;72;61;4691.0
NB;Digi;DIGI;BASE;2020-10-01;36;66;7;12;94;78;4816.0
NB;Digi;DIGI;BASE;2020-11-01;43;83;12;12;86;54;4894.0
NB;Digi;DIGI;BASE;2020-12-01;36;74;10;26;68;59;4946.0
NB;Digi;DIGI;BASE;2021-01-01;45;63;10;17;69;55;5029.0
NB;Digi;DIGI;BASE;2021-02-01;68;75;15;22;61;73;5123.0
NB;Digi;DIGI;BASE;2021-03-01;61;67;17;13;84;67;5236.0
NB;Digi;DIGI;BASE;2021-04-01;51;79;13;13;94;80;5357.0
NB;Digi;DIGI;BASE;2021-05-01;40;88;14;18;92;81;5459.0
NB;Digi;DIGI;BASE;2021-06-01;37;55;15;18;55;94;5555.0
NB;Digi;DIGI;PROMO;2015-01-01;192;118;4;118;3;13;643.0
NB;Digi;DIGI;PROMO;2015-02-01;75;134;3;62;0;4;514.0
NB;Digi;DIGI;PROMO;2015-03-01;107;80;1;48;5;7;507.0
NB;Digi;DIGI;PROMO;2015-04-01;69;99;2;55;1;2;421.0
NB;Digi;DIGI;PROMO;2015-05-01;83;57;4;36;4;7;421.0
NB;Digi;DIGI;PROMO;2015-06-01;89;73;2;40;15;4;417.0
NB;Digi;DIGI;PROMO;2015-07-01;116;70;2;40;25;1;439.0
NB;Digi;DIGI;PROMO;2015-08-01;80;103;6;46;31;5;413.0
NB;Digi;DIGI;PROMO;2015-09-01;103;49;6;70;21;2;412.0
NB;Digi;DIGI;PROMO;2015-10-01;75;84;2;77;20;7;350.0
NB;Digi;DIGI;PROMO;2015-11-01;38;55;2;60;17;3;293.0
NB;Digi;DIGI;PROMO;2015-12-01;31;33;1;58;11;2;240.0
NB;Digi;DIGI;PROMO;2016-01-01;141;17;13;35;19;7;347.0
NB;Digi;DIGI;PROMO;2016-02-01;77;97;3;27;18;2;325.0
NB;Digi;DIGI;PROMO;2016-03-01;56;49;1;56;16;6;292.0
NB;Digi;DIGI;PROMO;2016-04-01;42;34;1;38;9;1;278.0
NB;Digi;DIGI;PROMO;2016-05-01;55;32;4;45;8;2;257.0
NB;Digi;DIGI;PROMO;2016-06-01;75;32;2;33;12;2;282.0
NB;Digi;DIGI;PROMO;2016-07-01;105;34;0;39;7;5;333.0
NB;Digi;DIGI;PROMO;2016-08-01;45;56;0;34;4;5;301.0
NB;Digi;DIGI;PROMO;2016-09-01;88;38;1;34;8;3;327.0
NB;Digi;DIGI;PROMO;2016-10-01;56;43;1;23;11;6;337.0
NB;Digi;DIGI;PROMO;2016-11-01;35;45;3;29;9;4;308.0
NB;Digi;DIGI;PROMO;2016-12-01;30;26;2;36;13;4;287.0
NB;Digi;DIGI;PROMO;2017-01-01;25;20;1;40;12;2;279.0
NB;Digi;DIGI;PROMO;2017-02-01;25;28;0;36;18;5;264.0
NB;Digi;DIGI;PROMO;2017-03-01;31;21;0;33;16;5;262.0
NB;Digi;DIGI;PROMO;2017-04-01;13;9;1;22;7;4;253.0
NB;Digi;DIGI;PROMO;2017-05-01;35;12;0;28;10;6;267.0
NB;Digi;DIGI;PROMO;2017-06-01;31;15;2;23;16;3;278.0
NB;Digi;DIGI;PROMO;2017-07-01;33;12;1;28;14;3;287.0
NB;Digi;DIGI;PROMO;2017-08-01;33;17;2;37;17;4;282.0
NB;Digi;DIGI;PROMO;2017-09-01;38;18;0;30;13;3;289.0
NB;Digi;DIGI;PROMO;2017-10-01;33;20;3;24;17;4;302.0
NB;Digi;DIGI;PROMO;2017-11-01;68;18;3;26;12;3;331.0
NB;Digi;DIGI;PROMO;2017-12-01;52;25;2;27;18;9;355.0
NB;Digi;DIGI;PROMO;2018-01-01;94;10;0;31;24;2;445.0
NB;Digi;DIGI;PROMO;2018-02-01;90;19;2;23;18;7;515.0
NB;Digi;DIGI;PROMO;2018-03-01;86;41;2;37;10;5;545.0
NB;Digi;DIGI;PROMO;2018-04-01;92;24;1;32;12;4;600.0
NB;Digi;DIGI;PROMO;2018-05-01;79;35;0;23;19;8;645.0
NB;Digi;DIGI;PROMO;2018-06-01;32;41;5;32;12;2;618.0
NB;Digi;DIGI;PROMO;2018-07-01;27;34;5;42;3;7;575.0
NB;Digi;DIGI;PROMO;2018-08-01;28;30;3;23;3;8;557.0
NB;Digi;DIGI;PROMO;2018-09-01;26;22;2;37;13;12;518.0
NB;Digi;DIGI;PROMO;2018-10-01;33;41;3;37;10;10;517.0
NB;Digi;DIGI;PROMO;2018-11-01;26;25;4;50;7;8;478.0
NB;Digi;DIGI;PROMO;2018-12-01;26;21;3;50;9;11;455.0
NB;Digi;DIGI;PROMO;2019-01-01;17;23;5;63;17;13;407.0
NB;Digi;DIGI;PROMO;2019-02-01;17;30;0;69;7;10;341.0
NB;Digi;DIGI;PROMO;2019-03-01;22;15;2;66;14;9;302.0
NB;Digi;DIGI;PROMO;2019-04-01;25;20;1;49;14;14;289.0
NB;Digi;DIGI;PROMO;2019-05-01;25;10;2;68;11;10;256.0
NB;Digi;DIGI;PROMO;2019-06-01;26;12;5;49;9;9;236.0
NB;Digi;DIGI;PROMO;2019-07-01;42;7;1;31;12;8;257.0
NB;Digi;DIGI;PROMO;2019-08-01;27;10;1;24;8;11;273.0
NB;Digi;DIGI;PROMO;2019-09-01;22;13;3;42;5;12;259.0
NB;Digi;DIGI;PROMO;2019-10-01;19;15;2;37;6;6;237.0
NB;Digi;DIGI;PROMO;2019-11-01;14;10;2;36;6;8;217.0
NB;Digi;DIGI;PROMO;2019-12-01;11;18;0;27;14;4;200.0
NB;Digi;DIGI;PROMO;2020-01-01;21;13;1;33;19;1;194.0
NB;Digi;DIGI;PROMO;2020-02-01;27;14;2;33;16;8;197.0
NB;Digi;DIGI;PROMO;2020-03-01;49;4;0;39;11;3;212.0
NB;Digi;DIGI;PROMO;2020-04-01;94;10;2;45;14;6;265.0
NB;Digi;DIGI;PROMO;2020-05-01;50;11;0;61;13;11;278.0
NB;Digi;DIGI;PROMO;2020-06-01;48;10;2;92;10;11;241.0
NB;Digi;DIGI;PROMO;2020-07-01;53;8;2;65;19;16;256.0
NB;Digi;DIGI;PROMO;2020-08-01;73;19;0;58;17;18;286.0
NB;Digi;DIGI;PROMO;2020-09-01;54;4;5;71;16;11;287.0
NB;Digi;DIGI;PROMO;2020-10-01;56;21;3;99;14;8;251.0
NB;Digi;DIGI;PROMO;2020-11-01;72;12;2;86;14;7;243.0
NB;Digi;DIGI;PROMO;2020-12-01;49;12;2;65;25;4;242.0
NB;Digi;DIGI;PROMO;2021-01-01;65;10;2;71;17;8;253.0
NB;Digi;DIGI;PROMO;2021-02-01;75;7;0;58;19;11;294.0
